ID,IntRate,LoanAmt,LoanTerm,Debt2Inc,Home_OWN,Home_RENT,MonthlyInc,RevCredBal,FICO,EmpLen
80538,12.12,12300,36,10.01,False,True,6583.33,12450.0,692,1
78519,13.11,4800,36,4.61,False,True,2666.67,7911.0,692,1
48236,7.9,14500,36,11.96,False,True,4500.0,16398.0,737,6
69446,14.09,22250,36,32.1,False,False,6583.33,44868.0,692,10
18161,14.09,8000,36,7.68,False,True,25000.0,28579.0,677,8
78856,17.77,8325,36,20.75,False,True,2000.0,7676.0,667,1
48412,13.11,14000,36,8.12,True,False,10416.67,4776.0,732,7
60192,10.16,9000,36,3.98,False,False,6000.0,5659.0,707,7
97275,13.11,16000,36,17.61,False,False,6083.33,15148.0,682,2
39722,10.65,24000,36,14.8,False,True,3750.0,24708.0,727,10
54880,15.31,16450,36,11.66,False,False,6666.67,12697.0,687,9
81508,12.12,7500,36,26.56,False,False,5000.0,9047.0,712,10
98671,22.47,4750,36,24.45,False,True,1333.33,4752.0,667,1
80765,7.9,6500,36,12.56,False,True,6750.0,33229.0,722,8
59041,6.03,9600,36,7.52,False,False,6250.0,765.0,752,1
34051,7.51,2000,36,16.73,False,True,1500.0,2925.0,732,4
99360,24.89,18000,60,14.88,False,True,4000.0,7377.0,667,8
79126,12.12,5825,36,4.0,True,False,3750.0,5643.0,692,1
103249,15.31,2500,36,22.81,False,True,2530.0,5276.0,672,1
43700,19.91,7200,60,2.0,False,True,5500.0,2130.0,662,9
83155,14.33,8000,36,11.85,False,True,3941.58,9660.0,672,2
94386,13.11,6250,36,28.61,False,True,1779.17,7455.0,722,3
49074,13.67,12375,36,22.42,False,False,2083.33,12226.0,682,3
88558,10.16,18000,36,16.71,False,False,6666.67,19850.0,687,6
31714,6.99,3300,36,20.04,False,True,3333.33,0.0,762,1
68991,18.49,21000,60,16.4,False,False,8833.33,29293.0,702,1
75034,16.29,24575,36,19.6,False,False,5250.0,20858.0,697,10
67649,16.29,20000,36,23.59,False,False,5833.33,12696.0,682,1
34983,6.62,13250,36,28.64,False,False,5750.0,7174.0,752,8
28402,8.49,10000,36,13.58,False,False,4166.67,8455.0,717,10
82112,12.12,12000,36,14.66,False,False,5000.0,13235.0,712,2
85220,10.16,4825,36,14.89,False,True,2400.0,6109.0,707,1
29422,16.89,7550,36,21.94,False,True,2880.0,1989.0,672,8
96028,14.09,6000,36,15.72,False,True,5083.33,10373.0,672,4
104202,15.57,8000,60,2.38,False,True,5291.67,1252.0,702,5
10096,14.59,3000,36,24.2,False,False,5000.0,5527.0,667,5
30184,5.99,8400,36,8.7,True,False,3000.0,6215.0,752,2
48402,14.65,35000,36,12.2,False,False,14166.67,103354.0,722,8
50781,7.9,15000,36,21.54,True,False,5000.0,21555.0,732,2
65889,7.62,6000,36,9.33,False,True,8315.67,6239.0,732,2
79217,17.77,29000,36,15.7,False,True,7666.67,23319.0,697,2
83672,15.31,20000,36,27.35,False,True,5250.0,11343.0,692,6
97016,10.16,7000,36,10.76,False,False,4341.67,13638.0,697,7
73664,17.27,6000,36,6.91,False,False,4025.67,6652.0,667,5
42222,15.27,10000,36,4.02,False,True,4480.0,7614.0,672,1
24026,17.49,3200,36,1.37,False,True,2917.0,1427.0,667,1
68139,17.77,23000,36,25.84,False,False,6625.0,19870.0,687,3
32974,12.69,3000,36,3.12,False,True,2083.33,844.0,717,3
82788,15.8,1200,36,27.14,False,True,2166.67,9076.0,667,3
22444,13.06,11000,36,22.42,False,False,7916.67,34314.0,692,1
95117,16.29,18000,36,17.62,False,False,5250.0,9379.0,672,5
35299,11.71,6000,36,21.45,False,True,3100.0,10426.0,687,2
84283,15.31,10000,36,27.71,False,True,3750.0,19385.0,682,3
83786,15.8,6000,36,7.94,False,True,5000.0,14784.0,672,10
85172,6.03,4000,36,13.03,False,True,2916.67,2860.0,752,5
41190,11.71,20000,60,10.98,False,False,5416.67,20836.0,747,10
57127,19.99,24000,60,3.48,False,True,8333.33,8224.0,692,5
70843,14.09,8000,36,14.31,False,True,3500.0,5074.0,692,4
73060,6.62,12000,36,13.88,False,False,7125.0,20639.0,777,5
88845,8.9,17600,36,16.58,False,False,4166.67,235.0,752,8
14556,18.67,8000,60,5.56,False,True,2500.0,5770.0,662,6
61042,6.62,16800,36,3.87,True,False,16083.33,13470.0,802,8
70987,7.9,35000,36,20.7,False,False,12083.33,28864.0,792,10
70752,14.33,9950,36,4.19,False,False,4800.0,5038.0,687,5
68413,19.05,10000,60,28.39,False,True,3726.67,10067.0,697,5
74613,13.11,6000,36,19.97,False,False,5833.33,5523.0,687,1
82673,7.9,35000,36,20.27,False,False,12083.33,35242.0,772,10
56341,7.9,5600,36,16.54,False,True,1916.67,3373.0,707,5
32601,7.9,17000,36,6.43,False,True,6250.0,1352.0,797,6
25674,12.99,15000,60,17.45,False,True,5666.67,10855.0,717,3
73376,11.14,3000,36,1.7,False,False,7750.0,874.0,687,10
89741,17.77,12000,36,9.86,False,True,3083.33,4390.0,667,4
33667,14.27,25000,36,14.59,False,False,9000.0,22364.0,707,7
77788,14.33,4750,60,23.48,False,True,1500.0,1687.0,742,1
36163,9.91,25000,36,15.38,False,True,5500.0,11395.0,732,3
27201,11.99,12000,60,4.3,False,False,3583.33,3942.0,757,2
60064,19.72,20000,36,13.74,False,False,7965.0,18809.0,667,7
39439,15.96,10000,36,13.09,False,True,4416.67,23870.0,667,10
98321,20.49,9750,36,10.55,False,True,3033.33,8688.0,662,4
61683,14.09,10000,36,15.02,False,False,6000.0,8178.0,687,8
81939,19.72,25000,60,1.31,False,False,5666.67,92.0,702,10
9885,14.22,5000,36,18.73,False,False,8583.0,8097.0,672,1
19235,5.79,6500,36,22.84,False,False,6400.0,7435.0,732,8
73893,15.31,8325,36,15.22,False,True,2916.67,7171.0,672,4
65788,15.31,20000,60,13.94,False,False,8333.33,22246.0,712,10
70001,12.12,12000,36,20.32,False,False,5166.67,10054.0,712,4
14355,11.49,7200,60,16.78,False,True,2944.0,5459.0,717,6
85461,10.16,8500,36,11.23,False,False,6091.83,10568.0,712,3
76503,19.05,17475,60,22.95,False,False,4583.33,15852.0,687,10
71743,12.12,10000,36,13.49,False,False,3113.83,6634.0,692,4
40840,7.9,5000,36,16.44,False,False,2298.75,12346.0,722,10
91018,15.31,12300,36,19.26,False,False,5000.0,4460.0,712,10
20772,11.11,1675,36,4.81,False,True,2080.0,1466.0,692,3
7006,17.04,7500,36,4.92,False,True,4000.0,8398.0,687,7
17832,12.61,9200,36,15.42,False,False,12833.33,17391.0,677,2
82746,15.8,8000,36,10.76,False,False,4583.33,4084.0,677,2
28147,10.99,5000,36,23.25,False,True,2000.0,8339.0,692,1
46059,18.25,19125,60,15.69,True,False,3333.33,7858.0,692,5
72582,12.12,5000,36,16.97,False,False,6800.0,25524.0,677,10
66149,10.16,4000,36,4.58,False,True,3168.0,6916.0,717,1
41523,7.9,16000,36,2.23,False,False,7083.33,3076.0,742,5
76858,17.77,15500,36,27.6,True,False,3333.33,8692.0,677,4
91738,13.11,16000,60,14.88,False,False,7916.67,22918.0,697,10
21508,13.06,9000,60,5.74,False,True,3678.08,7556.0,712,4
46748,22.78,30000,60,24.71,False,True,6041.67,39144.0,692,1
25426,10.59,10000,36,7.43,False,True,3833.33,10187.0,737,10
76810,19.05,14000,36,31.02,False,False,5000.0,12728.0,662,7
76324,15.31,18000,60,22.93,False,True,5734.08,2819.0,712,4
48235,6.62,10000,36,19.05,False,False,5208.33,28302.0,742,10
50533,13.11,25975,60,15.51,False,False,4583.33,3607.0,737,9
79478,14.09,10350,36,20.46,False,True,3333.33,10841.0,692,1
88920,17.77,10850,36,33.9,True,False,2708.33,9577.0,662,8
28663,5.42,4075,36,23.41,False,False,3750.0,34103.0,772,6
71249,10.16,12000,36,27.48,False,False,5000.0,10490.0,712,7
101208,13.11,5900,36,14.19,False,False,3010.0,5921.0,702,10
81822,6.03,7200,36,17.27,False,False,3416.67,4838.0,792,10
38540,16.77,14750,60,17.32,False,False,2500.0,11003.0,687,8
20785,14.91,20000,36,19.43,False,False,6250.0,14308.0,717,5
83841,12.12,8000,36,24.98,False,True,3166.67,5428.0,692,10
38903,8.9,4000,36,13.16,False,False,5166.67,7171.0,722,3
90332,13.11,6000,36,18.1,False,True,3750.0,14468.0,692,7
77035,14.09,5375,36,15.05,False,False,5416.67,4087.0,687,1
39792,10.65,7000,36,7.38,False,True,3333.33,12168.0,702,1
80904,15.31,12000,36,21.83,False,True,6416.67,11583.0,682,2
60688,18.75,21250,36,26.53,True,False,4500.0,25287.0,672,10
68301,19.72,3600,60,22.22,False,False,3200.0,11702.0,682,1
82419,14.33,12000,36,28.2,False,False,3333.33,10727.0,672,10
71540,14.33,10050,36,16.48,False,True,2500.0,13337.0,692,1
67109,8.9,4025,36,15.32,False,False,5000.0,15943.0,702,8
48352,6.62,5000,36,1.2,False,True,5000.0,531.0,782,2
22993,7.29,10000,36,7.94,False,False,5833.33,3181.0,737,8
50602,6.03,10000,36,24.66,False,False,2940.25,5904.0,757,10
52285,8.9,10000,36,22.66,False,True,2083.33,12724.0,717,9
77559,7.9,18000,36,18.36,False,True,5833.33,12522.0,732,1
98980,16.29,7000,36,24.93,False,False,3833.33,18792.0,682,3
53808,13.11,6000,36,12.4,False,True,1000.0,3622.0,687,1
32517,6.62,5600,36,7.23,False,False,5833.33,8125.0,752,2
82160,12.12,9500,36,24.06,False,False,2519.17,8673.0,707,10
47059,13.11,12000,36,17.51,False,False,9666.67,17226.0,682,5
19661,10.37,7200,36,8.92,False,False,4416.67,4137.0,677,2
89012,15.8,5000,36,25.53,False,True,6612.0,14283.0,667,10
55690,15.81,10075,60,23.8,False,False,6583.33,13259.0,702,1
66424,13.11,9050,36,20.58,False,False,5166.67,7571.0,702,7
98930,10.16,17500,36,23.64,False,False,3333.33,21483.0,702,8
66360,8.9,10000,36,20.1,False,True,2870.42,18802.0,717,3
63941,15.8,8500,36,17.4,False,True,2500.0,6491.0,692,1
76957,14.33,8000,36,27.34,False,True,3500.0,16395.0,687,7
78827,13.11,6000,36,16.75,False,False,4166.67,4500.0,672,1
65280,13.11,4000,36,11.8,False,True,5416.67,6616.0,687,1
79531,11.14,11500,36,18.0,False,True,2916.67,13851.0,717,5
42255,9.91,12000,36,4.1,False,True,12500.0,22889.0,707,9
21867,12.68,5000,36,9.2,False,True,3500.0,3555.0,697,1
73473,7.9,6000,36,20.75,False,True,3750.0,4318.0,717,10
56778,16.29,18225,60,22.61,False,True,3166.67,12233.0,712,4
10642,10.38,15000,36,16.87,False,False,6312.0,14339.0,737,2
92357,12.12,27000,60,17.82,False,False,7083.33,25137.0,717,8
77964,10.16,4950,36,16.75,False,True,1403.33,2738.0,727,2
57704,15.31,9000,36,15.88,False,True,5000.0,4532.0,677,10
86747,18.75,21000,60,31.71,False,False,9583.33,30589.0,697,10
56401,14.65,10000,36,16.68,False,False,8333.33,39461.0,682,4
88301,10.16,5350,36,16.45,False,False,11250.0,19184.0,732,8
40727,12.42,10000,36,9.77,False,True,3500.0,10912.0,707,2
91853,7.9,24000,36,13.55,False,False,7233.33,26039.0,707,1
59890,21.0,25000,36,9.52,False,True,8333.33,8575.0,672,10
47168,7.62,7550,36,14.61,False,False,2512.0,2814.0,732,5
77588,15.31,9600,36,33.24,False,True,3166.67,14774.0,687,2
71247,15.31,1000,36,29.45,False,False,2166.67,1748.0,667,6
80041,14.33,24000,36,25.49,False,False,11208.33,19428.0,727,10
78104,18.49,21000,60,21.73,False,True,16416.67,62549.0,702,1
59886,13.11,1000,36,30.71,False,True,1833.33,6283.0,672,3
22323,9.63,16000,60,16.58,True,False,5000.0,2300.0,782,10
40094,17.27,24400,60,15.98,False,True,6000.0,13879.0,727,3
75168,7.9,14675,36,17.4,False,False,3166.67,22549.0,722,10
79248,19.05,12000,36,19.61,False,False,4583.33,8970.0,662,10
47048,13.11,12000,36,8.05,False,False,3416.67,7708.0,687,4
75518,14.33,14500,36,17.97,False,True,3500.0,10846.0,682,6
54131,13.11,28625,60,21.31,False,False,4833.33,35863.0,742,5
70334,22.95,21000,60,6.52,False,False,20833.33,1240.0,672,10
55717,9.76,7500,60,14.96,False,False,7083.33,16449.0,782,10
86309,15.31,16000,36,20.1,False,True,5924.5,9365.0,697,10
74257,23.28,20500,60,24.85,False,True,4333.33,4699.0,662,5
39713,18.25,10000,36,24.14,False,True,6250.0,22828.0,667,1
26493,11.99,10000,36,21.89,False,False,3417.0,18069.0,682,4
32982,11.71,11000,36,7.8,True,False,3820.27,6844.0,687,2
101403,19.05,25000,60,28.46,False,True,5833.33,33127.0,692,1
99661,10.16,15000,36,26.75,False,False,7666.67,71879.0,677,5
67222,14.09,5600,36,26.35,False,True,3833.33,16163.0,667,5
41977,11.71,20000,36,15.2,False,True,4583.33,16575.0,722,5
91765,19.72,25450,60,33.75,True,False,4750.0,14435.0,667,10
11648,11.12,7000,36,9.06,False,True,6333.33,349.0,717,10
51810,12.12,10400,36,18.92,False,True,3333.33,11964.0,692,10
82744,7.9,15000,36,22.39,False,False,7500.0,18756.0,727,10
94041,19.72,24625,60,20.96,False,True,5166.67,20694.0,677,8
99568,13.11,21850,36,28.08,False,True,4166.67,20497.0,692,1
66550,15.31,6000,36,15.68,False,False,7500.0,5263.0,672,3
83847,15.31,5775,36,4.08,False,True,5000.0,10088.0,672,10
33997,15.27,14475,36,23.69,False,True,4166.67,13294.0,682,3
72499,17.27,8000,36,27.88,False,True,2833.33,9926.0,672,6
92186,12.12,15000,36,14.22,False,False,5416.67,9237.0,702,1
80094,17.77,10000,36,12.41,False,False,4166.67,31212.0,682,8
32684,13.49,5600,36,18.33,False,True,2870.33,5033.0,692,5
96564,14.09,13000,36,32.64,False,False,5000.0,15208.0,677,10
79363,12.12,2100,36,25.77,False,True,2555.16,21190.0,682,10
70571,12.12,12000,36,20.48,False,False,7666.67,5832.0,687,2
3660,13.16,1000,36,19.63,False,True,3500.0,11189.0,672,2
65335,14.09,16000,60,7.78,False,True,4166.67,4240.0,737,2
36283,7.9,14000,36,21.69,False,True,3162.25,13579.0,732,9
21789,10.74,7350,60,29.82,False,False,5000.0,15093.0,747,4
7967,7.14,7000,36,5.44,False,False,3807.64,7196.0,762,5
76489,12.12,6000,60,9.31,False,True,9583.33,27756.0,717,2
19321,10.0,12000,36,12.32,False,False,5000.0,4515.0,717,7
73614,6.03,4225,36,14.52,False,False,2583.33,3907.0,752,4
11084,6.76,2500,36,6.99,False,False,4750.0,4658.0,757,4
43572,15.96,6000,36,22.1,False,True,5583.33,36748.0,667,5
62900,6.03,6000,36,5.65,False,False,7083.33,5747.0,752,4
85201,15.31,1800,36,6.79,False,False,6416.67,3394.0,672,7
69401,15.8,7200,36,25.32,False,False,3333.33,8903.0,677,6
52823,12.12,6000,36,23.89,False,False,8000.0,16139.0,682,2
2645,9.32,5000,36,3.89,False,False,2083.33,3901.0,777,4
62663,17.77,10500,36,12.33,False,False,4583.33,18936.0,667,5
79948,17.77,6625,36,11.68,False,True,10268.25,3563.0,662,2
71685,22.47,16000,60,11.27,False,True,4791.67,8474.0,667,2
100140,16.29,22000,60,26.33,False,True,4166.67,25245.0,677,5
11304,15.21,5000,60,10.38,False,True,6833.33,5045.0,682,8
89582,8.9,20000,36,10.79,False,True,12083.33,25672.0,682,1
23686,13.06,1500,36,20.82,False,False,7083.33,4665.0,672,6
28812,7.49,8000,36,2.86,False,False,5666.67,5964.0,732,10
57235,16.29,18225,60,32.19,False,False,7166.67,29219.0,707,4
73371,7.62,5000,36,8.43,False,False,2916.67,12444.0,742,10
65567,17.77,8000,36,28.56,False,True,2083.33,9059.0,672,6
104040,10.75,6000,36,12.05,False,True,6000.0,25090.0,722,10
42555,12.69,8700,36,5.02,False,True,14166.67,19036.0,677,1
47998,6.62,9000,36,16.14,False,True,3333.33,8689.0,742,6
70942,11.14,16100,36,25.36,False,False,6250.0,9737.0,717,10
75067,21.0,35000,36,11.05,False,False,7702.0,11346.0,672,10
21036,7.66,4600,36,9.14,False,False,6500.0,12942.0,702,7
60201,19.05,5500,36,2.33,True,False,7500.0,2530.0,662,7
72655,14.09,5000,36,11.18,False,True,10625.0,8054.0,672,1
51070,14.65,10000,36,12.04,False,True,2791.67,12139.0,712,3
19831,17.14,10000,36,9.59,False,True,1658.0,4902.0,682,1
56446,9.76,17000,36,23.6,False,True,5416.67,5992.0,742,10
92839,22.47,25000,60,23.62,False,False,5000.0,25348.0,667,3
74939,7.9,5000,36,7.28,False,True,8666.67,4572.0,712,1
59190,13.11,6000,36,21.34,False,False,5416.67,15107.0,687,10
56692,17.27,8000,36,7.32,False,True,5833.33,5350.0,672,4
84593,14.09,12000,36,15.33,False,True,8666.67,9624.0,697,1
5724,8.94,3000,36,13.42,False,True,4500.0,2541.0,722,1
15351,6.17,5000,60,11.52,False,True,1667.0,1108.0,772,3
70412,10.16,3200,36,16.17,False,False,3750.0,4283.0,707,6
77240,18.49,7625,36,15.79,False,True,3166.67,8030.0,672,5
27710,22.11,3000,60,0.0,True,False,1471.0,0.0,692,6
25655,11.49,5000,36,6.62,False,False,3125.0,7187.0,732,1
27832,12.99,18500,36,7.96,False,True,5000.0,13490.0,687,10
80208,14.09,18000,36,15.45,False,False,4000.0,13877.0,692,5
27425,10.59,4200,36,11.53,False,True,3000.0,10067.0,697,7
34961,11.71,19000,60,13.79,False,False,4791.67,16348.0,732,5
38145,16.77,15000,36,7.29,False,True,7916.67,5355.0,677,6
77673,19.72,18625,60,22.98,False,True,4000.0,26050.0,682,9
94947,15.31,12500,36,17.67,False,False,3916.67,8221.0,692,10
49573,15.31,5000,36,4.91,False,True,7083.33,8225.0,667,5
61720,12.12,10000,36,23.06,False,True,3083.33,13638.0,692,3
42743,16.77,8000,36,20.99,False,True,3750.0,4010.0,662,5
40343,13.49,9600,36,15.04,False,True,4250.0,7713.0,687,1
96704,18.75,14075,36,12.96,False,True,3033.33,13036.0,692,8
10059,7.51,3000,36,11.31,False,True,3500.0,0.0,737,3
25767,6.99,1700,36,5.2,False,True,2250.0,4527.0,752,5
9244,7.51,8800,36,20.73,False,False,4833.0,306.0,792,5
38378,15.96,6000,36,24.85,False,False,3264.0,6347.0,662,10
99189,10.16,15000,36,18.57,False,False,5000.0,33389.0,702,10
